PM2.5,PM10,NO2,SO2,CO,O3,no,nh3,aqi_value
3.89,4.87,12.51,5.84,247.0,81.54,1.04,3.3,55
3.03,3.8,11.82,5.3,236.99,83.68,0.9,2.12,56
2.29,3.06,14.57,5.72,240.33,77.25,0.97,1.63,60
1.68,2.47,16.96,6.14,240.33,68.66,1.03,1.61,69
1.79,2.7,20.05,7.57,250.34,67.23,1.23,2.32,94
4.3,5.51,25.02,9.42,277.04,78.68,1.5,2.65,95
12.2,14.16,42.16,14.66,360.49,89.41,2.37,3.27,94
17.82,20.48,61.01,17.88,440.6,77.96,3.13,3.16,93
19.49,22.46,70.6,16.93,480.65,62.23,3.26,1.13,129
22.16,25.85,85.0,14.9,547.41,38.98,3.61,0.05,121
25.54,30.31,113.79,12.99,667.57,6.53,3.61,4.41,144
24.88,30.18,123.38,10.85,747.68,0.0,2.6,21.46,116
17.77,22.39,100.08,7.09,674.25,0.01,1.36,22.8,138
11.74,14.74,58.95,4.05,514.03,0.45,0.64,9.5,59
10.42,12.02,28.79,2.8,397.21,6.71,0.37,1.24,81
10.57,11.53,14.05,2.59,350.48,18.78,0.3,0.1,55
10.72,11.56,12.34,2.71,340.46,20.38,0.29,0.08,75
11.41,12.27,13.37,3.01,340.46,18.06,0.32,0.13,94
12.47,13.43,15.42,3.4,347.14,15.91,0.39,0.26,55
13.45,14.71,17.99,3.99,357.15,15.74,0.7,3.27,94
13.34,14.91,19.02,4.95,367.16,24.32,1.09,8.49,79
11.14,12.64,18.34,5.72,337.12,40.41,1.27,7.15,67
7.84,9.12,16.11,5.54,293.73,55.79,1.19,4.36,45
6.14,7.15,13.02,5.13,260.35,67.23,0.98,2.18,96
2.78,3.2,6.17,2.35,220.3,63.66,0.45,0.6,78
1.35,1.63,4.97,1.91,211.95,63.66,0.36,0.57,54
0.91,1.17,5.1,1.85,206.95,63.66,0.34,0.52,100
0.64,0.88,4.88,1.79,203.61,62.94,0.33,0.61,78
0.56,0.81,4.8,1.85,206.95,66.52,0.34,0.85,95
0.64,0.91,5.48,2.0,213.62,70.81,0.4,1.08,86
1.93,2.83,23.99,3.81,297.07,58.65,1.31,4.75,10
5.39,7.45,52.78,6.08,423.91,39.34,2.44,6.26,99
12.48,16.06,82.94,8.34,567.44,20.21,3.32,2.85,122
20.44,25.81,100.08,9.89,700.95,7.06,3.58,2.15,120
23.87,30.41,94.59,9.42,767.71,0.76,3.74,8.16,119
23.35,29.82,83.63,8.46,747.68,0.22,3.51,11.4,120
20.54,25.88,72.66,7.27,654.22,0.66,2.53,8.05,138
18.79,23.21,63.75,6.14,567.44,2.12,1.55,4.08,68
18.85,22.92,56.89,5.3,527.38,3.0,1.03,2.65,94
19.16,23.16,50.04,4.47,507.35,1.33,0.78,4.3,96
18.7,22.68,42.5,4.05,494.0,0.22,0.74,8.27,51
17.28,21.2,36.67,4.11,473.98,0.05,0.79,12.41,61
15.96,20.0,33.93,4.47,473.98,0.03,1.03,18.78,58
16.25,21.24,34.96,5.25,554.08,0.63,2.37,37.55,71
17.15,22.81,42.5,7.21,660.9,3.71,3.99,58.11,94
14.77,18.47,55.52,16.45,460.62,20.03,3.48,12.29,97
15.56,19.44,61.69,20.5,467.3,31.83,4.02,7.71,99
16.21,20.39,68.55,24.8,473.98,40.77,4.62,5.31,75
14.55,17.59,49.35,18.6,400.54,67.95,3.32,0.92,55
14.29,16.79,32.22,14.19,363.83,91.55,2.75,0.36,90
14.22,16.32,21.76,10.85,340.46,104.43,2.18,0.19,110
14.52,17.06,23.99,12.28,360.49,92.98,2.25,0.21,66
15.9,18.73,22.62,11.32,370.5,94.41,1.99,0.19,64
16.73,19.39,20.56,9.06,363.83,95.84,1.82,0.13,61
16.65,19.3,20.56,7.99,357.15,91.55,1.84,0.19,98
16.72,19.6,20.39,7.57,353.81,89.41,1.66,0.09,100
17.18,20.35,19.54,6.97,353.81,88.69,1.63,0.02,85
17.77,21.19,18.51,6.5,353.81,90.12,1.65,0.0,90
18.45,22.19,18.85,6.38,357.15,90.12,1.63,0.0,96
19.27,23.1,19.36,6.26,360.49,87.26,1.47,0.0,87
19.65,23.22,17.65,5.96,347.14,85.12,1.09,0.0,55
18.51,22.13,17.99,6.79,340.46,79.39,1.01,0.0,85
16.18,20.37,18.85,7.45,337.12,76.53,1.06,0.0,99
14.62,19.54,19.19,7.75,333.79,78.68,1.04,0.0,75
14.91,20.9,20.56,8.58,337.12,79.39,1.06,0.0,57
16.77,24.14,22.28,9.66,347.14,78.68,1.06,0.0,62
18.91,27.81,25.7,11.09,367.16,75.82,1.2,0.0,64
20.25,31.04,34.27,12.28,403.88,67.23,1.71,0.04,77
21.02,33.87,43.18,12.99,440.6,59.37,2.25,0.59,51
20.95,34.02,37.36,12.16,423.91,70.81,1.99,0.73,63
21.51,33.91,31.19,11.56,413.89,82.25,1.79,0.67,51
20.75,31.08,25.02,10.49,393.87,94.41,1.5,0.71,63
18.6,26.55,19.71,8.7,370.5,104.43,1.19,0.51,139
16.89,22.93,17.31,7.39,363.83,107.29,1.0,0.4,133
15.74,20.18,15.77,6.32,360.49,108.72,0.85,0.33,145
14.1,17.86,14.91,5.9,357.15,108.72,0.77,0.26,146
14.83,18.21,15.59,6.14,370.5,105.86,0.77,0.49,129
14.1,16.64,16.62,6.02,383.85,101.57,0.79,0.73,105
14.16,16.28,21.93,7.21,407.22,94.41,0.96,0.89,86
15.64,17.96,27.42,8.34,433.92,84.4,1.09,0.47,59
16.07,18.68,29.47,8.82,453.95,77.96,1.12,0.07,96
15.42,18.06,29.13,8.82,453.95,74.39,1.06,0.0,96
13.49,15.6,28.1,8.94,447.27,70.1,1.01,0.0,88
10.42,11.84,27.42,8.58,417.23,58.65,0.87,0.0,69
7.59,8.67,25.7,7.45,370.5,42.2,0.7,0.0,17
6.38,7.44,25.36,7.39,350.48,31.11,0.61,0.02,21
6.56,7.72,22.96,6.5,353.81,26.46,0.49,0.03,25
7.96,9.41,18.85,4.95,370.5,28.97,0.38,0.02,41
7.98,9.47,17.31,4.53,370.5,30.76,0.36,0.02,31
8.0,9.41,16.79,4.47,370.5,28.97,0.39,0.03,22
8.11,9.35,16.79,4.47,363.83,20.56,0.45,0.16,3
6.33,7.44,16.28,4.71,333.79,14.48,0.67,2.43,15
4.47,5.63,15.94,5.07,310.42,23.6,0.92,5.36,15
3.59,4.59,14.39,4.53,283.72,39.7,0.91,4.58,20
3.57,4.55,13.19,4.65,270.37,55.07,0.91,3.69,7
3.75,4.67,11.31,4.77,263.69,74.39,0.83,2.51,72
3.04,3.75,8.31,3.81,257.02,97.27,0.63,1.38,81
2.57,3.19,7.71,3.7,253.68,107.29,0.59,1.09,146
2.56,3.16,7.8,3.93,253.68,117.3,0.6,1.13,144
3.03,3.61,6.77,3.93,253.68,131.61,0.57,1.17,139
3.2,3.75,6.77,3.64,253.68,128.75,0.55,1.1,133
3.17,3.69,7.28,3.4,253.68,123.02,0.59,1.12,127
3.91,4.73,15.59,5.36,280.38,113.01,1.03,1.75,136
4.18,5.43,23.31,6.2,303.75,100.14,1.39,1.52,116
3.84,5.36,25.7,6.08,303.75,86.55,1.46,0.42,90
4.6,6.73,36.33,6.14,343.8,62.23,1.92,0.01,75
6.23,9.38,55.52,5.9,413.89,29.68,2.6,0.12,87
7.39,11.18,65.8,5.54,453.95,8.58,2.75,1.98,73
7.9,11.69,64.43,5.6,467.3,1.81,2.44,5.31,98
8.67,12.58,60.32,5.96,473.98,0.44,2.18,8.16,58
9.9,13.99,56.89,6.44,480.65,0.15,1.9,10.28,68
11.07,15.27,53.47,6.62,473.98,0.1,1.54,11.29,54
11.9,16.04,50.72,7.03,473.98,0.13,1.36,11.62,72
12.63,16.55,47.98,7.87,460.62,0.25,1.28,10.95,68
13.52,17.36,46.61,8.82,453.95,0.65,1.41,9.05,84
15.11,19.54,45.24,9.78,507.35,3.98,2.25,18.78,72
15.73,20.24,47.98,11.92,540.73,15.91,3.04,25.03,89
13.38,16.6,45.93,15.97,433.92,44.7,2.85,8.72,67
12.67,15.54,38.73,15.74,403.88,63.66,2.75,7.15,97
12.8,15.48,32.22,14.54,383.85,82.97,2.47,6.09,52
11.79,13.64,25.7,12.04,357.15,94.41,1.77,4.25,76
12.36,13.87,27.76,12.76,367.16,104.43,1.73,4.81,111
13.25,14.67,31.19,13.95,373.84,115.87,1.76,4.92,141
13.37,14.67,36.67,15.02,383.85,114.44,1.63,3.19,149
12.28,13.35,35.3,14.66,370.5,114.44,1.41,2.54,150
9.44,10.21,30.16,11.8,327.11,114.44,1.14,1.56,104
5.8,6.39,22.28,7.75,290.39,111.58,0.91,1.12,103
5.92,6.68,19.88,6.85,300.41,115.87,1.06,0.96,132
5.98,6.9,17.99,6.08,303.75,107.29,1.17,0.35,128
3.53,4.42,16.45,5.36,290.39,80.11,1.03,0.01,80
2.23,3.09,15.42,4.65,273.7,62.94,0.85,0.0,54
1.74,2.51,14.05,4.11,270.37,57.94,0.7,0.0,22
1.64,2.25,12.34,4.17,273.7,58.65,0.52,0.0,48
1.86,2.41,11.65,4.59,277.04,60.8,0.44,0.0,52
2.16,2.7,11.31,4.83,283.72,62.23,0.38,0.0,93
2.37,2.93,10.88,4.71,287.06,61.51,0.36,0.0,80
2.45,3.04,10.97,4.59,283.72,59.37,0.38,0.0,12
2.48,3.09,11.65,4.53,283.72,55.79,0.41,0.0,33
2.47,3.16,12.85,4.59,280.38,51.5,0.49,0.01,19
2.74,3.59,15.77,4.89,290.39,47.92,0.74,0.89,17
3.21,4.17,16.28,4.95,300.41,52.21,0.93,3.19,49
3.55,4.42,13.88,4.53,293.73,64.37,0.88,3.27,82
3.75,4.54,11.48,4.05,280.38,75.1,0.77,2.18,92
3.64,4.31,9.25,3.55,267.03,78.68,0.63,1.24,82
2.95,3.47,7.2,2.95,253.68,82.97,0.48,0.87,96
2.5,2.94,6.25,2.62,250.34,89.41,0.42,0.89,88
2.5,2.92,6.0,2.56,247.0,91.55,0.4,0.95,57
2.52,2.92,5.74,2.5,247.0,92.98,0.38,0.92,94
2.53,2.92,6.17,2.47,247.0,92.98,0.39,0.89,93
2.37,2.76,7.03,2.41,247.0,92.98,0.42,0.91,58
2.79,3.55,17.31,3.87,283.72,80.11,0.93,2.29,75
3.53,4.89,27.42,4.83,320.43,67.95,1.41,2.88,76
4.03,5.84,32.9,5.01,333.79,56.51,1.63,1.26,17
4.69,6.96,38.73,5.13,350.48,40.77,1.87,0.03,18
5.41,8.06,42.84,4.83,363.83,26.11,2.03,0.06,75
5.74,8.46,42.5,4.23,363.83,16.45,1.9,0.3,100
5.67,8.06,39.41,3.73,350.48,11.44,1.49,0.59,23
5.73,7.89,35.3,3.46,337.12,7.42,1.06,1.02,5
5.95,7.99,31.19,3.43,320.43,4.34,0.75,1.72,46
6.39,8.55,27.42,3.43,313.76,1.4,0.66,4.19,45
7.19,9.79,23.99,3.93,320.43,0.09,0.81,10.06,47
8.27,11.51,21.59,5.36,343.8,0.0,1.23,18.1,23
9.81,13.95,20.39,7.27,397.21,0.02,1.96,31.74,22
13.3,19.24,21.76,7.99,560.76,0.87,3.1,65.27,69
17.58,25.03,30.5,9.78,787.73,3.04,4.31,105.5,59
18.89,24.83,66.49,23.6,667.57,20.38,4.5,57.22,75
33.11,39.92,100.08,30.99,734.33,60.8,4.56,36.21,112
47.97,55.36,102.82,34.33,754.36,143.05,3.89,17.88,154
23.53,26.42,28.79,16.69,393.87,188.83,1.92,2.65,204
20.7,22.83,18.51,12.16,343.8,185.97,1.33,1.27,209
14.85,16.35,14.57,9.06,313.76,154.5,1.01,0.83,171
15.27,17.05,30.16,12.87,377.18,113.01,1.69,1.93,146
18.18,20.27,43.18,14.54,453.95,89.41,2.18,3.44,64
20.25,22.65,57.58,15.5,534.06,69.38,2.31,5.42,66
21.53,24.34,80.88,17.88,614.17,39.34,2.37,3.35,142
21.22,24.4,86.37,19.07,634.19,26.11,2.41,1.31,104
20.64,24.05,76.09,18.84,587.46,31.47,2.22,0.13,122
19.21,22.44,53.47,15.97,467.3,56.51,1.74,0.0,98
19.61,23.73,57.58,16.21,467.3,51.5,1.85,0.0,75
20.85,26.15,70.6,16.45,494.0,36.84,1.77,0.01,111
22.58,28.29,71.97,14.31,507.35,27.54,1.22,0.03,118
22.03,27.03,59.63,10.61,487.33,21.1,0.86,0.05,70
21.75,25.11,41.47,7.27,453.95,18.95,0.55,0.07,98
20.06,21.78,26.05,5.01,387.19,18.06,0.39,0.09,96
14.13,15.08,16.28,3.87,310.42,16.45,0.34,0.12,57
7.96,8.7,12.85,3.49,260.35,14.84,0.34,0.17,5
5.3,6.02,12.0,3.46,240.33,11.98,0.38,0.35,25
4.9,5.8,13.02,3.78,250.34,12.52,0.58,2.49,20
5.17,6.21,13.19,4.23,273.7,21.82,0.83,5.87,15
4.55,5.33,11.31,3.67,280.38,39.7,0.76,4.41,38
3.32,3.91,8.83,3.1,280.38,53.64,0.65,2.77,17
2.07,2.51,6.6,2.62,280.38,64.37,0.52,1.62,89
1.12,1.4,4.2,1.77,300.41,66.52,0.36,0.87,64
0.93,1.16,3.6,1.52,303.75,72.96,0.36,0.74,92
1.09,1.3,3.47,1.43,293.73,77.96,0.44,0.71,87
1.18,1.38,3.26,1.3,290.39,78.68,0.43,0.64,62
1.43,1.62,3.34,1.18,290.39,77.96,0.43,0.59,70
1.32,1.49,3.68,1.06,290.39,75.1,0.4,0.55,76
0.92,1.13,5.06,1.21,287.06,70.81,0.41,0.62,90
0.92,1.25,7.11,1.56,293.73,66.52,0.52,0.55,63
1.2,1.63,8.65,1.83,300.41,62.23,0.66,0.18,95
1.7,2.32,11.65,2.41,310.42,55.07,0.87,0.0,20
2.3,3.13,14.05,2.74,313.76,49.35,1.03,0.0,22
3.0,3.9,14.91,2.77,313.76,47.21,1.04,0.0,16
3.67,4.48,13.88,2.83,300.41,48.64,0.92,0.0,45
4.33,5.03,11.31,2.86,280.38,51.5,0.81,0.0,41
4.84,5.48,9.34,2.86,263.69,53.64,0.75,0.0,3
5.06,5.66,8.48,2.77,253.68,52.93,0.72,0.0,31
5.16,5.82,9.25,2.98,250.34,50.07,0.7,0.0,26
5.03,5.77,10.62,3.31,243.66,45.42,0.7,0.0,18
4.67,5.5,12.34,3.58,243.66,39.34,0.71,0.02,37
4.19,5.18,14.74,3.73,253.68,32.9,0.87,1.26,22
3.7,4.77,14.05,3.73,270.37,33.62,1.01,4.3,39
2.74,3.41,8.91,2.83,253.68,44.7,0.71,3.02,39
2.31,2.86,7.37,2.65,247.0,52.93,0.61,2.01,6
1.85,2.29,6.0,2.35,240.33,58.65,0.51,1.26,44
1.2,1.51,4.63,1.94,236.99,67.95,0.38,0.87,56
0.94,1.23,4.46,1.94,236.99,81.54,0.36,0.88,96
0.9,1.2,4.63,2.06,240.33,90.84,0.38,0.99,77
0.76,1.08,5.65,2.24,240.33,90.12,0.42,0.89,54
0.67,1.03,7.28,2.47,243.66,87.26,0.48,0.94,74
0.64,1.04,9.68,2.68,250.34,83.68,0.55,0.87,82
1.86,3.14,39.41,3.7,363.83,48.64,1.74,5.87,11
3.95,6.69,65.8,4.47,520.71,18.78,3.04,18.55,59
6.11,10.42,77.46,5.01,634.19,5.32,3.93,29.06,108
9.14,15.13,83.63,5.84,741.0,0.11,4.69,39.79,136
11.7,18.87,78.83,5.84,801.09,0.0,4.88,50.51,149
12.31,19.48,65.8,5.01,787.73,0.0,4.02,57.22,72
11.12,16.95,54.15,4.35,700.95,0.0,2.18,50.07,63
10.08,14.87,44.55,4.53,614.17,0.0,1.22,38.89,54
8.15,12.19,40.44,4.83,500.68,0.04,0.78,22.58,56
5.62,8.75,35.64,4.83,373.84,1.94,0.57,4.19,39
4.8,7.17,25.7,4.89,310.42,7.96,0.5,0.7,34
4.28,6.2,20.91,5.48,280.38,11.0,0.55,0.43,19
3.92,5.77,20.56,6.5,273.7,9.39,0.69,0.77,6
4.19,6.55,22.96,7.99,303.75,8.67,1.2,6.09,3
4.77,7.8,26.05,10.37,353.81,17.52,1.95,14.53,6
5.41,8.88,32.56,13.59,377.18,35.41,2.5,15.42,46
7.85,12.16,39.76,17.4,400.54,61.51,3.04,13.86,73
13.5,18.46,45.24,21.7,423.91,108.72,3.29,9.95,123
15.11,18.2,31.87,16.93,367.16,147.34,2.25,4.36,165
17.35,19.72,24.68,14.9,353.81,173.09,1.95,2.91,164
19.75,22.0,20.39,13.83,350.48,197.41,1.74,2.1,218
21.25,23.57,18.51,13.23,347.14,208.85,1.57,1.65,226
19.99,22.48,20.22,12.76,347.14,197.41,1.5,1.69,247
16.84,19.53,21.93,10.97,340.46,168.8,1.35,1.79,162
18.21,22.46,33.24,12.76,373.84,137.33,1.84,2.46,127
22.82,29.4,43.18,14.31,413.89,117.3,2.28,2.01,146
26.14,34.49,45.24,13.71,427.25,104.43,2.28,0.52,134
27.2,36.62,40.1,12.87,417.23,98.71,1.96,0.01,107
25.36,35.17,37.7,12.87,400.54,94.41,1.74,0.0,104
21.08,30.67,37.36,12.99,380.52,82.25,1.6,0.0,54
16.36,25.03,34.62,12.4,350.48,72.24,1.33,0.0,79
12.83,20.11,31.87,11.44,327.11,64.37,1.14,0.0,88
10.49,16.54,29.47,10.49,310.42,57.22,1.03,0.0,90
9.39,14.65,28.45,10.13,300.41,52.21,0.97,0.0,14
8.84,13.71,28.1,9.89,297.07,47.21,0.92,0.0,30
8.15,12.71,27.76,9.78,297.07,41.84,0.88,0.0,43
7.43,11.82,28.79,9.89,300.41,36.84,0.94,0.02,2
7.41,12.11,36.33,11.32,330.45,27.18,1.46,0.8,45
7.7,12.91,42.84,13.71,370.5,20.74,2.12,5.2,92
7.92,12.93,41.47,13.83,363.83,29.68,2.22,6.71,97
7.73,12.4,38.39,13.59,350.48,38.62,2.22,6.54,37
7.05,11.43,37.01,13.71,343.8,43.63,2.15,6.76,40
7.13,10.58,33.93,11.92,327.11,60.08,1.77,3.69,97
7.81,10.53,27.42,10.49,317.1,85.83,1.5,2.71,84
8.31,10.56,20.91,9.3,307.08,107.29,1.28,2.15,149
7.56,9.46,18.68,8.46,300.41,110.15,1.12,1.4,126
6.16,8.0,20.73,8.46,300.41,100.14,1.17,0.99,135
4.96,6.74,22.62,8.34,307.08,92.98,1.23,0.8,98
4.44,6.41,28.1,9.54,323.77,84.4,1.52,0.78,63
4.1,6.57,33.24,10.85,340.46,74.39,1.84,0.38,89
3.59,6.36,35.64,10.73,350.48,61.51,1.96,0.09,56
3.55,7.02,42.16,11.92,370.5,44.35,2.34,0.01,77
3.85,8.08,47.3,12.16,383.85,26.82,2.47,0.07,88
3.48,7.55,39.76,10.37,357.15,28.61,1.95,0.05,40
2.86,6.28,29.47,8.82,323.77,37.19,1.3,0.01,4
2.51,5.28,22.28,7.75,300.41,40.41,0.91,0.01,22
2.35,4.62,18.34,6.85,287.06,41.13,0.7,0.01,32
2.31,4.27,16.79,6.62,280.38,41.13,0.63,0.01,45
2.31,4.15,16.62,6.68,277.04,39.7,0.63,0.01,0
2.33,4.1,17.14,6.79,277.04,38.62,0.64,0.01,38
2.32,4.01,17.31,6.56,277.04,38.62,0.64,0.02,45
2.55,4.47,21.25,6.74,290.39,35.76,0.86,0.32,32
2.72,4.88,23.99,6.85,303.75,33.97,1.09,1.75,47
2.61,4.76,21.42,6.62,297.07,39.7,1.12,3.58,27
2.67,4.87,18.68,7.03,293.73,48.64,1.17,4.92,29
2.99,5.16,16.28,7.45,290.39,64.37,1.14,5.09,95
3.34,5.21,14.05,6.97,280.38,83.68,0.99,3.69,90
3.41,5.03,11.65,6.02,270.37,91.55,0.83,2.74,81
3.09,4.48,10.11,5.25,263.69,89.41,0.7,2.4,69
2.6,3.74,9.51,4.77,263.69,85.83,0.64,2.21,90
2.42,3.46,10.37,4.71,267.03,82.97,0.67,2.1,92
2.49,3.46,11.82,4.65,267.03,77.96,0.71,2.04,62
2.86,4.02,15.59,5.3,277.04,72.24,0.89,2.29,66
3.21,4.82,21.76,6.14,290.39,60.08,1.14,1.51,95
3.11,4.99,25.02,6.38,297.07,50.07,1.25,0.4,33
2.8,4.66,24.33,6.2,297.07,45.42,1.17,0.01,33
2.61,4.48,23.99,6.26,293.73,42.92,1.16,0.01,48
2.58,4.38,23.31,6.32,290.39,42.2,1.11,0.01,34
2.66,4.47,21.59,6.38,280.38,43.27,0.98,0.01,12
2.93,4.64,18.85,6.08,267.03,45.78,0.82,0.0,31
3.06,4.73,16.11,5.72,260.35,47.92,0.68,0.0,12
3.04,4.88,14.39,5.6,257.02,48.64,0.63,0.0,18
2.96,4.86,13.37,5.48,257.02,50.07,0.56,0.0,26
2.75,4.52,13.02,5.42,257.02,50.78,0.53,0.0,1
2.65,4.19,13.54,5.36,263.69,49.35,0.5,0.0,46
3.04,4.68,18.16,5.48,283.72,42.56,0.66,0.12,11
3.52,5.28,22.96,5.6,300.41,34.69,0.82,0.98,10
3.64,5.26,22.62,5.72,307.08,33.62,0.87,2.63,35
3.67,5.18,19.88,5.9,303.75,39.34,0.86,3.46,5
3.82,5.3,17.65,6.02,300.41,50.07,0.83,3.58,36
4.26,5.7,15.25,6.14,297.07,68.66,0.82,3.69,90
4.17,5.39,14.57,5.78,293.73,77.96,0.77,2.85,71
3.53,4.52,14.05,5.48,293.73,81.54,0.74,2.32,70
3.03,3.86,14.91,5.42,293.73,81.54,0.72,1.79,67
2.57,3.34,16.45,5.19,300.41,76.53,0.7,1.44,98
2.18,2.93,18.51,4.77,303.75,67.95,0.67,1.1,62
1.97,2.77,20.56,4.53,307.08,58.65,0.68,0.71,23
2.16,3.12,22.28,4.77,310.42,51.5,0.71,0.34,47
2.49,3.6,23.31,5.01,310.42,45.78,0.71,0.07,46
2.88,4.51,26.73,5.42,323.77,37.19,0.83,0.02,14
3.42,5.87,33.59,6.56,353.81,25.03,1.11,0.1,41
3.98,7.04,40.78,8.58,377.18,14.31,1.44,0.49,97
4.55,8.0,46.61,11.68,400.54,5.99,1.69,1.47,81
4.92,8.76,45.93,13.23,397.21,3.22,1.58,2.29,90
5.15,9.21,42.5,12.76,380.52,4.47,1.33,1.72,79
5.49,9.5,40.78,12.16,370.5,7.87,1.17,0.85,61
5.74,9.7,40.1,12.04,370.5,8.76,1.11,0.71,97
5.82,9.8,40.1,12.04,370.5,7.78,1.12,0.94,84
5.87,9.94,41.13,12.52,373.84,5.28,1.25,1.87,96
6.28,10.86,42.84,13.95,413.89,6.08,1.79,8.72,67
6.69,11.88,47.98,15.97,467.3,8.67,2.44,16.32,88
5.61,10.26,47.3,16.21,433.92,14.66,2.31,10.51,76
4.86,8.63,41.81,14.78,410.56,23.25,2.09,7.6,68
4.42,7.54,35.99,14.07,387.19,32.54,1.88,5.98,41
3.83,6.11,30.16,12.04,357.15,41.13,1.39,3.1,33
3.93,6.15,27.08,10.85,347.14,46.49,1.19,2.54,14
4.22,6.46,25.7,10.25,340.46,48.64,1.12,2.79,20
4.15,6.11,26.05,10.37,340.46,46.49,1.08,2.77,33
4.01,5.71,27.76,10.25,343.8,39.34,1.06,2.18,22
3.97,5.54,28.79,9.42,340.46,31.11,1.01,1.42,44
5.11,7.65,31.87,9.78,350.48,24.32,1.2,0.84,42
6.79,11.23,31.53,9.78,353.81,25.03,1.22,0.41,44
8.14,14.85,29.13,9.06,347.14,31.11,1.08,0.1,30
8.14,14.23,27.42,8.11,343.8,33.97,0.88,0.02,45
8.28,13.26,29.47,7.99,353.81,29.68,0.91,0.05,43
8.16,12.0,31.53,8.23,363.83,23.96,0.92,0.12,46
7.29,9.94,28.79,8.58,350.48,22.89,0.77,0.1,1
5.67,7.26,21.25,7.51,320.43,28.25,0.55,0.03,25
4.56,5.66,16.96,6.68,303.75,31.83,0.48,0.01,22
4.36,5.33,16.62,6.85,303.75,31.11,0.48,0.02,45
4.42,5.34,17.99,7.33,307.08,27.54,0.51,0.03,28
4.26,5.12,19.88,7.87,307.08,24.68,0.55,0.05,22
4.17,5.08,23.65,8.58,313.76,19.85,0.65,0.12,49
4.48,5.7,31.87,9.3,350.48,8.85,0.97,1.93,22
5.02,6.58,33.93,9.66,403.88,3.22,1.33,12.29,46
5.43,7.25,32.9,10.61,433.92,4.07,1.5,21.68,15
5.64,7.62,34.62,12.76,440.6,5.45,1.52,23.02,1
5.71,7.73,38.39,15.26,427.25,8.31,1.55,20.79,15
4.86,6.48,40.78,13.47,383.85,15.56,1.25,11.62,90
5.33,7.02,43.53,13.71,393.87,22.71,1.23,10.62,51
6.61,8.41,45.93,14.07,413.89,35.05,1.28,9.39,88
8.72,10.62,45.24,13.83,427.25,59.37,1.3,7.04,69
10.79,12.73,42.5,14.19,433.92,83.68,1.33,4.53,66
11.75,13.62,40.44,14.31,433.92,98.71,1.35,3.49,82
12.59,14.56,42.16,14.19,447.27,105.86,1.5,3.13,138
13.88,16.1,49.35,13.71,473.98,97.27,1.6,1.98,74
15.22,17.55,53.47,12.64,500.68,88.69,1.47,0.5,61
16.14,19.0,56.89,10.97,534.06,62.94,1.49,0.01,86
16.86,20.41,63.06,8.58,580.79,30.4,1.44,0.04,58
16.45,20.16,61.69,6.85,580.79,10.37,1.17,0.81,64
14.67,17.71,51.41,5.72,540.73,3.89,0.74,1.63,85
13.15,15.37,41.13,5.07,487.33,3.49,0.48,1.36,69
12.31,14.15,32.9,4.65,447.27,3.8,0.36,1.01,75
11.77,13.3,25.7,3.81,417.23,2.46,0.31,1.47,82
11.8,13.21,20.39,3.34,397.21,0.61,0.36,3.38,53
12.26,13.71,17.31,3.4,390.53,0.09,0.45,6.65,54
12.88,14.66,15.42,3.76,397.21,0.03,0.62,12.29,79
14.4,17.27,16.28,4.59,467.3,1.43,1.2,27.05,52
16.75,20.68,26.05,6.68,560.76,6.44,1.82,41.57,78
20.42,24.41,51.41,17.4,560.76,42.2,2.37,19.67,68
34.97,39.89,66.49,26.94,634.19,114.44,3.01,10.39,140
68.62,74.88,69.92,38.62,734.33,231.74,3.04,5.59,236
62.71,67.04,38.04,30.52,627.52,288.96,2.53,2.04,230
54.9,58.12,25.7,24.08,560.76,274.66,1.88,1.08,201
39.59,41.88,22.28,17.88,507.35,226.02,1.46,1.02,233
26.15,27.81,19.54,12.99,460.62,185.97,1.25,1.2,211
19.61,20.93,19.19,10.25,433.92,157.36,1.06,1.26,154
16.42,17.54,20.56,8.46,413.89,133.04,0.92,1.36,127
14.79,15.84,26.73,8.46,417.23,108.72,0.98,1.52,144
14.36,15.6,35.64,9.66,440.6,87.26,1.19,1.38,89
14.17,15.72,42.16,10.61,460.62,70.81,1.33,0.5,77
16.19,18.77,54.15,10.61,540.73,43.63,1.65,0.01,66
18.72,22.29,64.43,9.3,627.52,17.52,1.73,0.29,60
20.13,23.85,65.8,8.34,674.25,3.8,1.63,2.71,74
17.86,20.64,57.58,7.75,654.22,1.05,1.2,4.47,57
14.51,16.6,47.98,8.11,607.49,1.29,1.01,4.25,62
12.43,14.22,42.16,8.82,567.44,2.53,0.91,2.77,80
11.79,13.61,38.73,9.18,540.73,3.08,0.98,2.29,53
12.4,14.56,38.39,10.49,540.73,2.28,1.31,3.21,78
14.14,16.74,40.78,13.23,554.08,1.13,1.84,5.42,88
17.0,20.2,44.55,16.69,594.14,0.24,2.44,11.4,68
21.32,25.74,47.3,16.45,700.95,0.34,2.94,28.61,64
25.35,30.76,54.15,16.69,794.41,1.65,3.01,41.13,106
26.66,31.46,67.17,28.13,654.22,11.8,2.79,13.75,119
23.04,27.69,59.63,25.03,594.14,34.69,2.69,7.26,61
21.03,24.99,44.55,21.7,527.38,73.67,2.28,3.97,95
17.78,20.29,27.76,14.42,440.6,95.84,1.49,1.34,65
16.82,19.17,25.36,11.92,417.23,71.53,1.27,0.75,55
