PM2.5,PM10,NO2,SO2,CO,O3,no,nh3,aqi_value
14.91,20.46,53.47,15.97,473.98,27.18,2.47,12.96,87
14.12,20.63,62.38,16.45,514.03,15.02,3.58,12.85,64
12.82,19.93,63.75,14.42,527.38,5.05,3.74,8.72,78
11.56,19.0,59.63,12.04,520.71,2.59,3.36,6.31,100
10.63,18.14,58.26,10.37,507.35,4.2,2.94,4.47,100
9.76,16.95,56.21,8.34,473.98,10.64,2.5,1.69,76
8.91,14.68,50.04,7.21,447.27,20.56,1.9,0.42,65
7.72,11.92,42.84,6.44,410.56,29.33,1.41,0.12,80
6.53,9.84,35.3,5.66,377.18,37.55,1.12,0.04,9
5.24,8.55,27.08,4.83,340.46,47.21,0.9,0.01,37
4.26,8.06,21.25,4.65,310.42,53.64,0.66,0.0,6
4.15,8.54,21.93,5.48,307.08,53.64,0.68,0.0,30
4.2,8.24,22.62,5.84,307.08,51.5,0.64,0.0,47
4.57,7.78,23.65,6.14,313.76,47.92,0.63,0.01,43
5.51,8.02,25.7,6.97,320.43,41.84,0.61,0.01,41
6.49,8.36,26.73,7.51,327.11,35.76,0.59,0.04,49
7.68,9.36,30.16,7.63,347.14,25.75,0.74,0.17,28
10.5,12.88,43.18,7.99,417.23,8.67,1.35,2.54,77
13.05,16.73,52.78,8.94,494.0,1.4,2.09,10.84,71
12.43,16.92,53.47,9.54,507.35,3.58,2.25,13.08,58
9.9,14.14,45.93,9.18,453.95,14.13,1.99,8.72,62
6.64,9.66,31.53,7.87,387.19,33.62,1.52,5.59,4
5.05,7.54,28.45,7.87,367.16,36.84,1.49,4.41,5
4.14,6.31,27.42,7.63,360.49,35.05,1.49,3.58,37
3.76,5.83,26.39,7.15,367.16,33.97,1.55,4.19,37
3.67,5.77,26.73,6.97,377.18,32.9,1.69,4.92,21
3.53,5.57,30.16,6.38,383.85,30.76,1.76,2.91,24
3.2,5.06,32.56,5.42,383.85,30.76,1.69,0.29,2
2.74,4.41,30.16,4.41,373.84,35.41,1.6,0.11,38
2.4,4.08,26.39,3.7,357.15,42.2,1.57,0.06,34
2.45,4.26,23.99,3.43,347.14,47.92,1.65,0.03,37
2.69,4.7,24.68,3.61,347.14,47.92,1.76,0.03,48
3.06,5.3,26.05,3.78,353.81,45.78,1.92,0.04,37
2.9,5.05,25.36,3.93,347.14,45.42,1.82,0.04,20
1.75,3.22,18.34,3.64,320.43,51.5,1.28,0.01,40
1.2,2.22,14.22,3.31,303.75,54.36,1.04,0.01,12
1.03,1.88,12.34,3.1,297.07,55.07,0.93,0.01,50
1.1,1.96,12.51,3.34,297.07,54.36,0.93,0.01,13
1.31,2.23,13.37,3.78,300.41,53.64,0.93,0.01,9
1.54,2.51,14.05,4.35,303.75,52.21,0.97,0.01,49
1.83,2.92,16.28,4.89,313.76,50.07,1.14,0.02,39
3.03,4.79,25.02,5.3,347.14,40.77,1.73,0.1,17
3.95,6.25,32.56,5.42,383.85,32.9,2.06,1.15,8
3.71,6.01,27.08,5.36,380.52,39.7,2.03,4.81,20
2.98,4.93,19.19,5.07,357.15,48.64,1.73,5.81,7
1.91,3.21,12.85,4.05,323.77,57.94,1.2,4.14,5
1.27,2.23,10.2,3.43,307.08,62.23,0.96,3.07,31
0.85,1.57,8.57,2.8,297.07,66.52,0.78,2.15,0
0.84,1.54,9.08,2.71,293.73,69.38,0.75,1.75,33
1.06,1.92,12.17,3.22,300.41,69.38,0.89,1.59,43
1.24,2.23,15.77,3.34,307.08,67.95,1.01,0.77,18
1.42,2.54,19.54,3.31,317.1,65.09,1.16,0.03,36
1.75,3.07,22.62,3.31,330.45,61.51,1.33,0.01,30
2.29,3.98,24.68,3.34,340.46,58.65,1.57,0.01,48
2.73,4.71,25.7,3.43,347.14,56.51,1.73,0.02,9
2.66,4.67,23.65,3.34,340.46,58.65,1.66,0.01,34
2.61,4.59,22.28,3.22,337.12,60.08,1.61,0.01,13
2.34,4.16,20.91,3.34,333.79,62.94,1.5,0.01,32
1.49,2.8,16.28,3.52,313.76,67.95,1.19,0.0,6
1.21,2.24,13.71,3.58,303.75,70.81,1.06,0.0,19
1.19,2.16,12.68,3.61,300.41,71.53,1.01,0.0,31
1.36,2.37,13.02,3.87,303.75,70.1,1.04,0.0,48
1.58,2.66,14.22,4.29,307.08,68.66,1.11,0.0,19
1.86,3.04,15.42,4.71,310.42,66.52,1.17,0.0,25
2.44,3.88,19.19,5.3,323.77,61.51,1.38,0.01,46
4.52,6.96,32.22,5.9,373.84,47.21,2.28,0.07,16
6.43,9.84,45.24,6.79,433.92,31.83,3.2,1.79,68
6.35,9.91,39.41,7.03,440.6,38.62,3.04,7.71,27
5.41,8.53,29.82,7.15,410.56,50.07,2.63,9.28,22
3.88,6.06,21.59,6.2,360.49,62.23,1.87,6.98,48
3.87,5.88,20.39,6.62,350.48,65.09,1.71,6.87,30
4.28,6.32,21.42,7.09,350.48,65.09,1.69,6.93,31
7.12,10.35,32.9,9.18,413.89,52.21,2.6,11.62,2
11.31,16.37,50.04,11.32,507.35,33.62,3.74,19.0,55
13.86,20.26,65.12,11.68,580.79,15.74,4.5,23.02,78
14.88,22.1,76.09,10.97,640.87,0.7,5.07,27.27,70
16.14,23.71,76.09,9.42,694.27,0.0,5.51,35.32,83
18.09,26.36,76.77,7.75,734.33,0.0,5.51,36.66,95
20.17,29.25,74.71,6.85,761.03,0.0,5.0,37.1,150
19.8,29.11,69.92,6.26,720.98,0.0,4.5,32.19,69
17.78,26.86,65.12,5.72,660.9,0.04,4.05,23.02,67
15.75,23.79,61.01,5.48,607.49,0.15,3.58,17.43,54
13.17,19.86,60.32,5.3,567.44,0.46,2.66,11.96,58
11.64,17.34,58.26,5.25,527.38,1.24,2.06,7.71,80
12.09,17.51,55.52,5.01,514.03,1.79,1.82,6.71,84
14.79,20.49,54.84,5.19,534.06,1.15,1.88,9.05,56
18.46,24.63,54.15,6.02,567.44,0.53,2.09,12.74,76
22.03,28.84,54.15,6.79,607.49,0.15,2.44,18.33,137
26.64,34.56,56.21,7.33,680.92,0.02,3.13,29.06,200
41.25,53.48,64.43,7.99,974.66,0.0,6.27,69.74,174
60.82,78.75,76.77,8.94,1401.9,0.16,9.63,134.11,246
67.18,87.44,79.51,9.54,1575.47,1.35,11.4,164.51,226
58.99,77.61,73.34,11.56,1401.9,3.58,10.89,141.26,209
32.65,41.97,59.63,19.07,747.68,13.95,4.5,44.26,184
32.45,41.07,56.89,21.7,680.92,19.67,3.93,36.66,152
34.64,43.14,59.63,24.8,680.92,21.28,3.86,35.76,188
36.51,45.13,60.32,24.08,707.63,24.32,3.96,38.0,166
37.6,46.92,67.86,21.22,747.68,17.17,4.5,39.34,164
36.8,46.58,77.46,18.84,787.73,6.97,5.13,38.89,196
36.55,46.45,87.74,16.93,827.79,0.04,5.57,39.34,166
36.67,46.45,90.48,15.14,834.47,0.0,5.64,38.44,181
36.62,46.4,87.74,13.35,821.11,0.0,5.57,33.53,169
37.7,48.07,84.31,12.04,827.79,0.0,5.83,33.97,195
39.75,51.05,80.2,11.21,854.49,0.0,6.21,40.23,163
40.84,52.95,74.71,10.25,867.84,0.0,6.33,46.04,193
41.11,52.3,71.97,9.66,881.2,0.0,5.64,48.73,171
39.69,48.55,71.29,9.54,847.82,0.0,4.05,45.15,168
37.69,44.74,69.92,9.42,814.44,0.0,2.94,40.68,193
35.25,40.85,67.17,9.18,774.38,0.0,2.06,34.87,183
31.03,35.23,62.38,8.7,714.3,0.0,1.42,25.48,195
26.44,29.65,56.21,8.58,647.54,0.01,1.08,17.66,198
21.78,24.28,50.04,9.42,580.79,0.08,0.95,12.52,130
19.04,21.43,46.61,10.13,554.08,0.2,1.03,11.29,83
19.57,22.75,47.3,10.85,587.46,0.07,1.63,18.1,99
20.7,24.67,50.72,11.56,647.54,0.06,2.18,28.16,127
19.18,23.32,51.41,10.85,640.87,0.56,2.12,29.06,89
15.44,19.02,45.93,9.66,554.08,2.32,1.73,19.89,81
10.0,12.21,35.64,7.87,423.91,10.91,1.11,6.54,24
5.43,6.89,26.73,5.6,380.52,18.95,0.82,3.32,32
2.64,3.69,21.25,3.93,360.49,22.17,0.69,2.4,27
1.4,2.35,15.77,3.22,327.11,33.97,0.69,2.1,30
1.16,2.11,15.42,3.37,313.76,42.92,0.78,1.56,20
1.13,2.07,17.31,3.46,310.42,45.78,0.88,0.74,17
1.16,2.15,19.88,3.49,313.76,44.35,0.98,0.06,22
1.35,2.45,21.93,3.46,323.77,41.48,1.11,0.06,39
1.67,3.01,22.62,3.4,330.45,38.98,1.25,0.08,4
1.99,3.55,23.31,3.55,337.12,36.12,1.38,0.11,8
2.03,3.66,22.62,3.7,337.12,36.48,1.36,0.1,16
2.09,3.75,22.62,3.78,340.46,37.19,1.38,0.09,27
1.76,3.25,20.91,3.87,333.79,40.05,1.22,0.06,1
1.0,1.96,15.77,3.78,310.42,45.78,0.82,0.02,37
0.59,1.16,10.88,3.25,293.73,51.5,0.55,0.01,20
0.5,0.95,8.74,2.98,287.06,55.79,0.46,0.0,19
0.5,0.94,8.31,2.98,287.06,57.94,0.47,0.0,38
0.5,0.97,8.31,2.98,290.39,60.08,0.48,0.0,49
0.5,1.01,8.65,3.04,290.39,61.51,0.52,0.0,19
0.66,1.29,10.37,3.31,293.73,60.8,0.64,0.0,5
1.35,2.43,16.45,3.67,313.76,55.79,1.04,0.01,21
1.93,3.41,22.62,4.05,337.12,50.07,1.38,0.27,50
1.65,3.06,18.68,3.87,327.11,55.79,1.27,1.84,27
1.19,2.31,12.17,3.43,307.08,64.37,0.98,2.54,37
0.83,1.64,8.4,2.95,290.39,71.53,0.74,2.21,35
0.76,1.49,7.54,2.86,283.72,74.39,0.69,2.12,30
0.74,1.4,7.2,2.68,280.38,76.53,0.65,1.9,27
0.93,1.7,9.0,2.95,287.06,75.1,0.76,2.01,8
1.32,2.37,13.54,3.7,300.41,69.38,1.01,2.1,33
1.64,2.92,19.36,4.05,317.1,61.51,1.23,1.12,35
2.02,3.56,26.39,4.41,337.12,51.5,1.49,0.06,17
2.63,4.55,32.22,4.53,363.83,42.92,1.79,0.07,39
3.46,5.88,35.99,4.41,383.85,37.91,2.09,0.12,40
4.83,7.94,40.78,4.47,407.22,31.83,2.53,0.25,67
6.25,10.09,46.61,4.77,433.92,23.96,2.98,0.53,73
7.67,12.15,51.41,5.07,460.62,16.81,3.39,1.17,87
7.83,12.14,54.15,5.78,460.62,13.23,3.23,1.44,89
5.5,8.5,45.24,6.5,410.56,21.82,2.28,0.37,90
3.78,5.76,34.96,7.15,367.16,33.26,1.68,0.08,48
2.52,3.73,25.02,6.68,333.79,44.7,1.17,0.02,38
2.48,3.55,25.02,7.27,330.45,44.7,1.04,0.02,15
2.73,3.81,27.76,8.46,337.12,42.2,1.0,0.03,44
3.9,5.3,37.01,10.25,360.49,32.54,1.17,0.11,19
6.93,9.17,56.21,12.87,427.25,13.95,1.76,1.26,70
14.99,19.59,74.71,15.97,607.49,0.58,3.86,21.01,56
27.26,35.18,84.31,20.27,894.55,0.07,7.03,63.48,199
34.57,44.35,90.48,25.99,1054.76,0.58,8.61,91.2,154
35.7,45.6,91.85,33.86,1081.47,1.45,8.74,98.35,196
31.71,40.23,89.11,39.58,974.66,2.57,7.73,87.62,170
34.47,43.39,90.48,43.39,1014.71,2.91,7.35,95.67,153
35.29,44.84,95.96,44.35,1001.36,3.04,6.33,94.77,188
34.1,45.04,100.08,34.33,947.95,6.17,5.0,86.72,198
39.1,53.06,104.19,26.94,1054.76,4.92,5.51,100.14,156
44.98,61.6,106.93,27.42,1188.28,1.65,7.28,123.38,195
51.03,70.68,112.41,34.81,1361.85,0.03,11.91,155.57,210
58.39,81.54,116.53,41.48,1548.77,0.0,16.97,189.54,236
69.89,97.0,122.01,45.78,1762.39,0.0,22.55,223.52,227
86.0,117.29,127.49,47.21,1976.01,0.0,27.61,253.92,201
95.48,126.76,130.24,47.21,2002.72,0.0,28.37,253.92,247
92.37,118.98,128.87,42.44,1842.5,0.0,22.04,225.31,241
84.8,105.57,120.64,22.17,1708.98,0.0,7.92,202.06,241
68.04,85.08,104.19,11.8,1468.66,0.0,2.79,164.51,211
50.55,64.9,87.05,7.87,1201.63,0.0,1.73,116.23,206
33.35,44.32,70.6,6.08,894.55,0.0,1.35,60.8,190
20.85,28.21,55.52,5.42,647.54,0.01,1.17,25.26,139
12.92,17.71,43.87,5.96,500.68,0.54,1.08,10.28,93
7.69,10.72,35.64,7.03,427.25,5.99,0.89,2.4,8
6.29,8.62,31.53,6.85,407.22,11.18,0.84,1.23,16
7.58,10.29,36.33,6.97,440.6,7.51,1.23,3.02,32
9.03,12.26,39.41,7.75,487.33,4.6,1.66,7.71,33
8.81,12.01,31.87,8.34,487.33,14.66,1.77,12.96,37
7.63,10.37,23.99,8.82,453.95,25.03,1.69,13.19,22
4.5,5.93,16.79,7.63,387.19,39.34,0.97,6.76,3
3.08,4.19,15.94,7.75,373.84,38.62,0.88,5.36,26
2.11,3.06,16.79,7.27,370.5,35.76,0.86,3.8,11
1.75,2.74,17.82,7.09,357.15,38.98,0.95,2.6,22
1.95,3.18,20.05,6.97,353.81,44.35,1.17,2.15,45
2.05,3.5,23.65,5.78,350.48,47.21,1.35,0.95,32
2.21,3.82,28.1,4.89,357.15,43.99,1.5,0.08,10
2.61,4.5,31.87,4.53,373.84,39.34,1.74,0.1,10
3.38,5.74,34.96,4.41,390.53,35.41,2.03,0.16,30
5.7,9.25,45.24,4.47,440.6,23.6,2.79,0.75,97
8.38,13.33,55.52,4.59,487.33,11.62,3.23,2.32,60
10.6,16.71,60.32,5.3,520.71,5.99,4.43,4.69,56
11.71,18.35,63.06,5.72,534.06,3.26,4.88,6.71,63
9.37,15.19,58.95,5.84,494.0,6.44,3.93,3.3,96
7.62,12.45,51.41,5.96,453.95,13.95,3.2,1.09,78
7.18,11.43,45.93,5.84,427.25,19.13,2.91,0.64,74
8.06,12.37,47.3,6.08,440.6,16.81,3.13,0.95,53
9.53,14.3,51.41,6.79,460.62,10.64,3.51,2.04,97
11.24,16.59,54.84,7.75,487.33,4.74,3.99,4.92,85
15.16,21.8,58.26,9.18,560.76,0.64,5.26,15.87,86
29.4,40.57,66.49,11.44,847.82,0.0,10.26,57.22,152
48.49,65.25,80.88,14.54,1255.04,0.12,16.72,118.02,183
52.08,70.25,81.57,16.45,1375.2,1.81,16.97,137.69,225
39.46,54.13,71.29,17.4,1121.52,6.88,8.61,102.82,154
22.08,30.23,63.75,22.41,720.98,8.14,4.62,44.7,137
18.97,25.49,56.21,22.41,654.22,9.21,4.05,38.89,52
17.76,23.29,54.84,22.41,627.52,8.94,3.8,36.21,78
13.61,17.13,52.78,17.64,527.38,11.18,2.53,21.01,62
12.48,15.36,56.89,16.69,507.35,8.23,2.22,16.32,97
12.38,15.26,63.75,16.93,514.03,3.0,2.31,15.42,57
14.35,18.25,69.92,17.17,587.46,0.18,2.98,25.26,74
17.83,23.53,74.71,15.74,694.27,0.0,3.36,40.23,89
21.19,28.75,74.71,12.99,767.71,0.0,3.17,50.07,128
27.01,36.44,72.66,10.97,834.47,0.0,3.17,57.22,152
27.83,37.61,69.92,9.66,807.76,0.0,2.75,50.51,152
25.01,34.32,65.12,8.23,727.65,0.0,2.37,37.1,153
20.68,28.49,61.01,7.63,634.19,0.03,1.92,22.8,142
16.13,21.85,58.26,8.11,554.08,0.35,1.3,11.18,59
14.17,18.56,54.15,8.7,507.35,1.35,1.09,5.98,52
13.58,17.68,50.04,8.82,480.65,3.17,1.03,3.55,89
13.66,17.72,46.61,8.46,467.3,5.72,0.89,2.18,86
14.16,18.0,44.55,8.11,467.3,7.78,0.76,1.58,91
14.34,17.98,43.53,7.39,467.3,8.76,0.67,1.44,87
14.06,17.54,43.53,6.68,480.65,7.15,0.75,2.12,61
15.55,19.78,47.3,6.79,520.71,2.32,1.3,7.49,86
16.82,22.26,49.35,7.51,574.11,0.78,1.98,16.99,83
16.3,22.44,47.3,8.46,587.46,5.5,2.56,22.8,71
14.16,20.11,40.44,9.42,560.76,14.66,2.88,22.8,68
8.63,12.48,27.76,8.82,453.95,33.26,2.15,13.97,27
6.87,10.08,25.7,8.94,417.23,39.34,1.99,11.29,45
6.16,9.13,26.73,9.3,407.22,41.13,1.99,10.06,31
11.56,16.34,42.16,9.18,527.38,27.18,3.67,21.68,98
21.85,29.88,61.69,9.89,754.36,10.82,6.33,49.17,108
31.28,42.34,77.46,11.09,961.3,2.77,8.49,76.89,199
43.55,58.33,89.11,11.21,1241.68,0.03,10.89,118.02,151
58.87,78.43,94.59,10.13,1575.47,0.0,12.03,171.66,201
77.26,102.64,94.59,9.18,1895.9,0.0,13.68,221.73,214
101.7,134.3,95.96,9.18,2243.04,0.0,15.83,268.22,213
130.28,168.47,100.08,9.3,2616.88,0.0,15.96,318.29,242
167.2,210.51,108.3,10.37,3070.83,0.0,17.99,379.09,220
160.01,195.46,109.67,11.8,2910.61,0.0,15.58,346.9,248
93.19,111.45,91.85,10.85,1842.5,0.0,6.78,194.91,236
40.84,48.52,68.55,10.01,961.3,0.0,2.69,75.1,182
16.47,19.52,54.15,11.32,527.38,1.2,1.47,12.63,79
12.1,14.22,42.16,10.25,440.6,13.77,1.12,1.16,64
10.12,11.94,30.16,9.3,390.53,35.41,0.9,0.07,89
8.62,10.52,24.68,8.94,357.15,48.64,0.8,0.01,7
8.91,11.04,29.13,8.82,360.49,46.49,0.91,0.02,25
11.66,14.56,45.24,8.58,413.89,29.33,1.41,0.24,82
15.05,19.27,59.63,9.18,480.65,12.87,2.06,2.01,74
16.93,21.87,59.63,10.25,494.0,11.62,2.25,6.26,62
18.47,23.59,51.41,11.21,487.33,19.13,2.22,10.73,76
19.72,24.28,44.55,11.32,453.95,24.68,1.85,10.17,92
20.87,25.16,44.55,12.04,453.95,23.96,1.74,9.72,142
21.14,25.37,47.3,12.28,453.95,22.71,1.76,8.49,115
18.42,22.24,46.61,11.44,447.27,25.39,1.84,6.71,94
15.15,18.73,47.3,10.97,447.27,27.54,2.15,5.87,88
12.71,16.1,50.04,10.13,440.6,24.32,2.28,3.16,51
10.98,14.17,53.47,9.18,433.92,20.21,2.37,0.54,87
10.4,13.44,52.09,8.23,433.92,21.46,2.37,0.39,91
10.59,13.75,51.41,7.87,433.92,21.82,2.47,0.35,69
10.42,13.69,49.35,7.63,433.92,23.25,2.5,0.28,66
9.08,12.09,37.01,5.84,397.21,32.9,2.18,0.08,16
7.13,9.37,23.99,5.3,347.14,42.92,1.41,0.02,18
4.99,6.17,16.62,4.77,310.42,45.06,0.71,0.01,33
2.75,3.46,12.34,3.31,297.07,50.07,0.5,0.0,34
1.5,2.07,10.71,2.86,290.39,52.93,0.47,0.0,49
0.92,1.45,9.0,2.38,283.72,56.51,0.47,0.0,15
0.69,1.22,8.4,2.32,283.72,57.94,0.5,0.0,38
0.63,1.19,8.57,2.47,283.72,57.22,0.53,0.0,47
0.69,1.29,9.6,2.74,290.39,56.51,0.57,0.0,33
1.06,1.9,13.19,3.34,303.75,52.21,0.76,0.01,26
2.73,4.42,25.02,4.05,347.14,39.34,1.47,0.1,23
4.16,6.63,35.99,4.71,383.85,27.18,2.09,0.63,39
3.53,5.89,30.5,4.59,370.5,34.33,1.92,1.93,45
2.42,4.29,21.08,4.11,337.12,47.21,1.47,2.15,46
1.51,2.84,14.74,3.58,313.76,57.22,1.06,1.7,17
1.23,2.36,12.51,3.55,303.75,62.23,0.93,1.77,28
1.06,2.02,11.31,3.31,300.41,65.09,0.83,1.61,3
1.52,2.76,14.74,4.17,313.76,61.51,1.09,2.4,1
2.51,4.37,22.62,5.54,340.46,51.5,1.58,3.24,49
3.51,5.93,32.9,6.32,370.5,39.34,2.06,2.43,15
6.62,10.41,56.89,6.2,460.62,11.98,3.23,3.74,72
11.69,17.57,65.8,5.48,600.81,0.3,4.75,21.46,68
18.13,26.51,68.55,4.83,727.65,0.01,6.14,38.0,97
25.34,36.4,69.92,4.53,827.79,0.0,6.52,50.51,164
28.11,40.45,68.55,4.41,847.82,0.0,6.02,51.86,186
28.6,41.17,66.49,4.29,827.79,0.0,5.32,49.17,188
29.07,41.53,65.8,4.47,827.79,0.0,4.81,50.07,170
24.38,35.33,63.75,5.01,754.36,0.0,3.67,42.47,104
18.88,27.72,60.32,5.48,660.9,0.03,3.23,29.06,77
16.01,23.46,58.95,5.96,587.46,0.23,3.17,18.55,100
14.22,20.51,59.63,6.38,540.73,0.92,2.66,10.95,88
12.12,17.24,61.69,8.23,494.0,3.62,2.34,4.86,91
11.91,16.74,65.12,10.85,487.33,3.31,2.6,4.86,73
18.01,24.59,68.55,12.99,600.81,0.07,3.99,21.9,57
35.45,46.63,74.71,16.45,907.9,0.0,8.23,67.95,188
59.44,75.98,89.11,21.22,1321.79,0.09,13.55,128.75,247
67.48,85.89,95.96,22.65,1455.31,1.52,14.19,153.78,211
57.5,73.58,94.59,24.56,1281.74,5.68,11.91,130.53,231
26.29,34.46,77.46,24.32,720.98,18.24,5.89,56.77,178
17.07,22.34,59.63,18.6,534.06,27.89,3.32,34.87,54
13.93,18.04,48.67,16.21,467.3,33.26,2.31,25.48,56
15.91,20.5,50.72,14.54,494.0,29.68,2.66,25.03,71
20.63,26.8,64.43,13.95,600.81,15.91,3.93,30.4,106
22.96,30.58,76.77,12.87,687.6,3.62,5.0,34.87,121
24.22,33.01,80.88,11.56,761.03,0.05,5.51,43.36,103
23.13,32.39,81.57,9.06,781.06,0.0,4.94,45.15,135
22.2,31.49,75.4,6.68,761.03,0.0,4.02,39.79,123
22.56,31.93,67.17,5.3,727.65,0.0,3.23,33.97,146
22.18,31.48,61.01,4.59,700.95,0.0,2.69,29.06,147
20.43,29.28,56.21,3.87,660.9,0.02,2.31,23.25,112
16.83,24.35,53.47,3.49,594.14,0.16,1.95,16.32,85
11.25,16.76,50.04,3.37,500.68,2.32,1.31,6.37,52
7.04,10.74,39.41,3.13,417.23,13.59,0.99,0.92,41
6.35,9.44,34.27,2.5,400.54,18.78,0.97,0.54,46
7.98,11.58,39.07,2.41,427.25,10.55,1.08,1.68,43
9.95,14.28,43.18,2.86,460.62,3.76,1.28,4.75,60
11.69,16.74,45.24,3.58,487.33,1.14,1.6,9.28,54
14.8,21.02,47.3,4.47,547.41,0.18,2.53,18.33,58
27.91,38.15,54.15,5.84,781.06,0.0,6.59,53.2,184
46.81,62.3,63.06,7.09,1134.87,0.08,10.89,107.29,155
55.46,73.96,65.8,6.68,1308.44,1.45,10.26,137.69,241
53.07,71.56,63.06,7.03,1281.74,4.29,9.88,132.32,226
10.1,13.91,36.33,9.78,460.62,41.84,2.6,16.54,73
8.55,11.51,31.87,10.13,407.22,50.78,2.28,12.29,25
10.18,13.31,36.33,12.52,420.57,50.07,2.5,13.97,68
18.77,23.79,56.21,16.69,560.76,33.26,4.37,26.82,90
37.43,45.96,87.74,24.56,841.14,13.05,7.92,57.22,163
56.27,68.26,113.79,31.95,1121.52,2.84,11.02,88.51,250
62.61,77.52,123.38,29.56,1255.04,0.02,11.91,103.71,222
57.16,73.73,115.16,20.5,1228.33,0.0,11.02,98.35,246
49.92,67.06,98.71,13.11,1134.87,0.0,9.63,84.04,167
40.97,56.78,82.94,8.94,1014.71,0.0,8.23,63.48,167
30.0,42.88,71.97,7.21,854.49,0.01,7.28,38.44,173
20.12,29.89,66.49,6.97,674.25,1.26,6.02,16.09,108
8.45,13.9,39.41,6.91,433.92,33.97,2.82,0.23,13
5.1,9.41,21.76,6.02,347.14,57.22,1.3,0.0,21
4.7,9.72,19.88,6.62,323.77,65.09,1.01,0.0,1
5.73,11.58,18.85,6.74,323.77,65.8,0.79,0.0,34
7.53,13.29,19.54,7.15,337.12,58.65,0.74,0.0,1
7.49,12.21,19.54,7.21,333.79,57.22,0.74,0.0,20
6.27,10.62,21.93,7.87,323.77,56.51,0.85,0.0,28
6.92,10.14,31.19,9.66,347.14,47.21,1.11,0.01,10
8.27,10.95,46.61,8.7,390.53,28.61,1.39,0.19,79
9.38,12.69,54.84,8.58,433.92,15.2,1.77,1.34,70
10.19,14.37,51.41,9.18,447.27,14.13,1.95,5.59,69
10.88,15.92,41.81,9.54,433.92,23.6,1.82,9.39,92
10.12,15.42,29.47,7.75,377.18,39.7,1.35,6.71,59
10.79,15.91,24.33,7.09,347.14,47.92,1.19,4.81,51
12.46,16.8,22.28,6.56,330.45,55.07,1.01,3.44,87
13.98,17.52,20.91,5.72,317.1,62.94,0.77,1.98,75
13.66,16.73,21.76,5.54,310.42,65.09,0.74,0.87,82
12.49,15.11,21.59,5.01,300.41,66.52,0.77,0.16,75
12.05,14.42,22.62,4.77,300.41,66.52,0.85,0.0,100
12.09,14.41,25.36,4.77,307.08,62.23,1.04,0.0,79
13.39,15.92,29.13,5.6,323.77,52.93,1.22,0.0,53
12.51,14.12,26.05,5.07,330.45,45.06,1.12,0.01,86
8.0,8.96,20.39,4.11,320.43,46.49,0.89,0.01,38
3.57,4.4,17.14,3.58,313.76,51.5,0.72,0.01,30
2.12,3.01,15.94,2.86,320.43,47.92,0.7,0.01,17
1.46,2.21,14.05,2.8,313.76,47.21,0.59,0.01,37
1.13,1.81,12.68,3.07,303.75,50.07,0.61,0.01,40
0.94,1.67,12.0,3.31,297.07,51.5,0.65,0.01,42
1.02,1.86,13.37,3.81,300.41,50.07,0.75,0.01,6
1.23,2.25,15.77,4.53,307.08,47.21,0.89,0.02,27
1.85,3.25,20.73,5.42,320.43,41.13,1.16,0.04,13
3.27,5.44,30.5,6.44,357.15,28.97,1.68,0.22,33
7.92,11.9,50.04,7.63,453.95,8.14,3.13,4.19,73
13.04,19.05,57.58,9.42,574.11,0.61,4.75,20.12,79
13.76,20.82,56.21,10.37,607.49,4.43,5.26,27.94,59
11.22,17.76,46.61,9.89,554.08,14.31,4.43,24.14,62
3.76,6.34,23.31,6.38,367.16,43.63,1.79,6.71,42
2.84,4.8,18.34,6.2,340.46,52.21,1.47,5.76,39
2.61,4.37,17.14,6.08,330.45,55.07,1.35,5.42,31
5.25,8.12,28.1,7.87,393.87,42.92,2.28,10.28,20
9.56,14.41,46.61,10.01,500.68,22.17,3.7,18.33,98
13.25,19.84,62.38,11.32,594.14,5.32,4.94,27.27,89
15.82,23.63,68.55,12.04,674.25,0.06,5.89,39.79,52
16.24,24.41,67.86,11.8,700.95,0.0,6.08,43.36,80
16.09,24.24,64.43,10.85,694.27,0.0,5.95,38.89,86
25.72,36.56,65.12,8.94,847.82,0.0,7.98,59.01,170
41.98,57.59,67.86,7.09,1094.82,0.0,10.51,92.98,171
52.89,72.45,68.55,6.26,1241.68,0.0,10.89,113.55,206
57.03,78.69,67.86,6.32,1295.09,0.0,10.13,121.59,223
48.45,68.72,65.12,6.85,1174.93,0.0,7.6,104.61,179
41.16,60.03,63.06,7.87,1054.76,0.0,6.27,88.51,186
36.8,54.5,60.32,9.42,974.66,0.0,6.4,76.0,155
37.17,54.64,60.32,12.52,974.66,0.0,7.73,76.0,173
44.0,63.33,63.06,17.4,1081.47,0.0,10.01,92.98,161
53.13,75.26,69.23,22.89,1241.68,0.0,12.16,114.44,249
59.65,83.64,74.71,25.27,1348.5,0.0,13.17,128.75,228
79.13,107.78,80.88,24.08,1642.23,0.0,16.97,169.87,241
101.31,135.31,86.37,18.36,2002.72,0.02,16.97,228.88,229
94.89,127.96,83.63,15.14,1949.31,0.39,12.92,227.09,215
62.39,88.25,74.03,17.64,1401.9,1.83,9.37,148.42,250
23.73,34.24,63.06,22.41,687.6,6.08,4.37,47.39,105
19.4,26.43,61.01,21.93,587.46,8.58,3.48,35.32,82
18.17,23.99,62.38,22.89,567.44,8.94,3.29,33.08,77
18.35,23.77,68.55,24.32,574.11,3.8,3.39,32.63,61
